,螟沥家疙,荐柯,荐家捞柯丑档,傈扁傈档档,侩粮魂家,醚蜡扁藕家,醚龙家,醚牢,努肺肺鞘,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊,亥哩,喷风浚,俊瓶亥哩,磊老坊,磊老坊,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊
2019-09-08,何咯,,,,,,,,,,,,,,,,,,,,,,,
2019-09-09,何咯,,,,,,,,,,,,,,,,,,,,,,,
2019-09-10,何咯,,,,,,,,,,,,,,,,,,,,,,,
2019-09-11,何咯,26.1,7.8,342.0,8.0,,2.241,0.065,29.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-12,何咯,25.7,7.8,352.0,8.1,6.1,2.512,0.075,35.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-13,何咯,25.0,8.2,355.0,9.3,,2.296,0.079,40.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-14,何咯,25.3,8.3,347.0,8.0,,2.069,0.067,36.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-15,何咯,25.9,8.4,378.0,8.7,,2.609,0.061,40.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-16,何咯,26.7,8.6,349.0,8.2,,2.141,0.063,59.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-17,何咯,26.6,9.1,336.0,11.9,5.8,1.917,0.068,78.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-18,何咯,26.4,9.3,340.0,12.5,5.4,2.073,0.07,91.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-19,何咯,25.2,9.3,344.0,11.8,5.3,2.102,0.066,97.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-20,何咯,24.3,9.3,356.0,11.7,5.3,2.186,0.066,95.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-21,何咯,22.6,9.0,359.0,9.9,5.1,2.137,0.068,85.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-22,何咯,20.3,7.6,339.0,6.7,4.8,2.796,0.087,33.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-23,何咯,,,,,,,,21.5,,,,,,,,,,,,,,,
2019-09-24,何咯,20.7,7.0,205.0,5.8,5.4,3.761,0.135,6.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-25,何咯,20.9,7.0,222.0,5.8,5.0,3.519,0.128,5.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-26,何咯,21.7,7.1,254.0,5.8,4.7,3.544,0.101,7.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-27,何咯,22.4,7.3,279.0,7.8,4.5,3.907,0.075,10.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-09-28,何咯,,,,,,,,,,,,,,,,,,,,,,,
2019-09-29,何咯,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,何咯,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,何咯,24.4,8.5,364.0,10.8,,3.359,0.061,54.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-02,何咯,23.4,7.8,360.0,8.7,4.4,3.441,0.063,31.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-03,何咯,,,,,,,,,,,,,,,,,,,,,,,
2019-10-04,何咯,,,,,,,,,,,,,,,,,,,,,,,
2019-10-05,何咯,,,,,,,,,,,,,,,,,,,,,,,
2019-10-06,何咯,,,,,,,,,,,,,,,,,,,,,,,
2019-10-07,何咯,,,,,,,,,,,,,,,,,,,,,,,
2019-10-08,何咯,,,,,,,,,,,,,,,,,,,,,,,
2019-10-09,何咯,18.4,7.3,222.0,8.3,4.0,2.637,0.059,5.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-10,何咯,18.2,7.3,213.0,8.5,3.9,2.534,0.055,5.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-11,何咯,18.6,7.3,217.0,8.5,3.9,2.503,0.052,4.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-12,何咯,19.3,7.3,223.0,8.8,3.7,2.504,0.042,3.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-13,何咯,19.3,7.5,275.0,9.2,3.9,2.805,0.042,6.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-14,何咯,19.5,7.7,363.0,9.7,4.0,3.592,0.044,12.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-15,何咯,18.8,7.8,399.0,9.8,4.1,4.088,,12.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-16,何咯,18.9,8.0,409.0,10.2,4.2,4.152,0.046,15.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-17,何咯,18.8,8.1,409.0,10.7,4.2,4.167,0.043,18.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-18,何咯,18.5,7.9,415.0,10.5,4.2,4.04,,17.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-19,何咯,18.9,8.3,431.0,11.3,4.3,4.108,0.037,22.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-20,何咯,19.4,8.6,443.0,12.1,4.4,3.993,0.033,32.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-21,何咯,18.9,8.7,447.0,11.8,4.4,4.001,0.028,38.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-22,何咯,19.2,8.9,446.0,12.6,,4.039,0.03,53.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-23,何咯,19.3,8.1,378.0,10.1,,3.831,0.028,33.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-24,何咯,18.7,7.4,214.0,8.7,,2.334,0.03,18.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-25,何咯,18.9,7.6,210.0,9.7,4.0,2.335,0.026,18.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-26,何咯,18.6,7.8,208.0,10.3,4.0,2.289,0.027,29.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-27,何咯,18.4,8.3,205.0,11.5,3.9,2.206,0.026,44.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-28,何咯,18.0,8.4,207.0,11.8,4.0,2.166,0.024,60.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-29,何咯,18.1,8.7,243.0,12.1,3.9,2.349,0.03,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-30,何咯,17.8,9.1,369.0,13.1,4.6,3.29,0.028,53.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-31,何咯,17.5,9.1,397.0,13.0,4.8,3.69,0.028,57.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-01,何咯,17.4,9.1,424.0,13.6,5.2,3.912,0.027,53.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-02,何咯,17.1,9.2,451.0,13.8,5.2,4.235,0.025,54.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-03,何咯,17.3,9.2,445.0,13.8,4.9,4.331,,52.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-04,何咯,17.2,9.1,437.0,13.6,5.1,4.46,,52.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-05,何咯,16.5,9.1,440.0,13.9,5.5,4.431,,51.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-06,何咯,16.5,9.2,457.0,14.9,5.2,4.189,,43.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-07,何咯,16.4,9.2,468.0,14.3,5.1,4.023,,35.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-08,何咯,16.0,9.2,480.0,14.0,5.5,4.174,0.024,28.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-09,何咯,15.6,9.1,483.0,13.7,5.7,4.39,0.024,27.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-10,何咯,15.1,9.2,476.0,13.4,5.4,4.497,0.024,31.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-11,何咯,14.8,9.1,457.0,12.9,4.7,4.566,0.026,32.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-12,何咯,14.2,9.2,459.0,13.5,,4.502,0.027,38.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-13,何咯,13.5,9.4,469.0,15.1,,4.144,0.029,71.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-14,何咯,12.6,9.3,473.0,15.1,5.2,4.471,0.036,101.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-15,何咯,12.5,9.4,469.0,15.3,5.8,4.783,0.042,109.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-16,何咯,13.2,9.4,452.0,16.3,6.1,4.97,0.04,103.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-17,何咯,12.7,9.1,442.0,14.6,6.3,5.268,0.047,102.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-18,何咯,12.4,7.7,339.0,9.7,5.6,5.254,0.106,35.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-19,何咯,11.5,7.1,203.0,8.1,7.4,5.5,0.21,6.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-20,何咯,10.9,7.1,198.0,8.7,9.5,5.528,0.229,3.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-21,何咯,10.1,7.2,218.0,9.0,8.6,5.174,0.18,2.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-22,何咯,10.1,7.3,249.0,9.8,7.3,4.903,0.116,2.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-23,何咯,10.3,7.3,280.0,9.9,6.7,4.756,0.091,3.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-24,何咯,10.9,7.3,303.0,10.0,6.2,4.766,0.075,3.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-25,何咯,10.7,7.4,331.0,10.0,5.9,4.748,0.063,3.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-26,何咯,11.2,7.5,364.0,10.3,5.8,4.802,0.047,5.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-27,何咯,11.5,7.6,382.0,10.4,5.4,4.827,0.036,10.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-28,何咯,11.2,7.7,396.0,10.7,5.2,4.848,0.035,13.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-29,何咯,10.7,7.7,406.0,11.0,4.5,4.864,0.03,14.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-30,何咯,10.4,7.7,408.0,11.2,4.5,4.697,0.034,12.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-01,何咯,10.1,7.8,413.0,11.3,4.5,4.607,0.029,10.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-02,何咯,9.6,7.8,428.0,11.5,4.4,4.764,0.025,8.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-03,何咯,9.0,7.8,432.0,11.9,4.2,4.748,0.022,8.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-04,何咯,9.0,7.8,445.0,11.9,4.4,4.698,0.021,9.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-05,何咯,8.7,7.8,451.0,11.8,4.8,4.674,0.019,10.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-06,何咯,7.9,7.9,435.0,12.2,4.7,4.545,0.018,13.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-07,何咯,7.5,7.9,428.0,12.1,5.0,4.74,0.02,14.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-08,何咯,7.4,7.8,436.0,11.9,5.6,4.927,0.022,11.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-09,何咯,7.0,7.8,432.0,12.4,5.1,4.752,0.022,11.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-10,何咯,6.7,7.8,438.0,12.8,4.9,4.911,0.018,9.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-11,何咯,6.5,7.8,445.0,12.9,4.9,5.09,0.016,7.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-12,何咯,6.4,7.8,457.0,13.1,5.1,5.118,0.015,6.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-13,何咯,6.2,7.8,466.0,13.2,4.8,5.289,0.015,7.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-14,何咯,6.9,8.0,460.0,13.6,4.8,5.398,0.015,12.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-15,何咯,7.5,8.2,453.0,13.7,4.9,5.282,0.015,20.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-16,何咯,7.7,8.2,462.0,13.6,5.0,5.284,0.015,21.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-17,何咯,7.5,8.1,468.0,13.4,4.9,5.436,0.019,19.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-18,何咯,7.6,8.0,473.0,13.5,5.0,5.392,0.02,16.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-19,何咯,7.4,8.0,478.0,13.6,5.3,5.527,0.019,16.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-20,何咯,7.5,8.0,475.0,14.0,4.9,5.414,0.02,17.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-21,何咯,7.5,8.1,472.0,14.2,4.8,5.341,0.02,19.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-22,何咯,7.5,8.1,465.0,14.1,4.5,5.341,0.02,19.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-23,何咯,7.6,8.1,466.0,14.1,4.6,5.275,0.02,19.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-24,何咯,7.0,8.1,464.0,13.7,4.8,5.185,,18.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-25,何咯,6.5,8.1,463.0,13.4,4.8,5.237,,16.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-26,何咯,6.3,8.0,465.0,13.2,4.6,5.273,,13.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-27,何咯,6.3,7.9,466.0,13.1,4.6,5.219,0.017,10.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-28,何咯,6.0,8.0,463.0,13.3,4.6,5.212,,10.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-29,何咯,5.9,8.0,457.0,13.1,4.6,5.193,,9.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-30,何咯,6.3,7.8,454.0,12.6,4.4,5.241,,8.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-31,何咯,5.7,7.7,459.0,12.4,4.5,5.128,,7.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-01,何咯,5.1,7.9,471.0,12.8,4.7,5.144,,7.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-02,何咯,5.1,7.8,480.0,12.7,4.6,5.279,0.017,6.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-03,何咯,5.4,7.7,483.0,12.4,4.3,5.253,0.018,4.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-04,何咯,5.2,7.7,479.0,12.4,4.2,5.326,0.017,5.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-05,何咯,4.9,7.6,482.0,12.2,4.5,5.601,0.019,4.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-06,何咯,4.9,7.6,487.0,12.3,4.6,5.829,0.021,4.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-07,何咯,5.5,7.5,468.0,12.5,4.1,5.842,0.022,4.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-08,何咯,7.3,7.3,364.0,10.9,4.7,5.827,0.095,6.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-09,何咯,7.6,7.1,239.0,9.6,5.1,5.618,0.194,5.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-10,何咯,7.0,7.1,220.0,10.3,5.0,5.555,0.185,3.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-11,何咯,6.6,7.2,222.0,10.8,4.5,5.335,0.129,2.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-12,何咯,6.4,7.2,241.0,11.1,4.0,5.163,0.094,1.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-13,何咯,6.1,7.2,267.0,11.2,3.9,5.113,0.074,1.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-14,何咯,5.9,7.2,290.0,11.2,3.9,5.036,0.052,1.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-15,何咯,5.7,7.3,311.0,11.3,3.8,5.053,0.042,1.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-16,何咯,5.5,7.4,326.0,11.5,3.7,5.111,0.036,1.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-17,何咯,5.5,7.4,336.0,11.6,3.6,5.195,0.032,1.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-18,何咯,5.3,7.4,350.0,11.8,3.6,5.267,0.03,0.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-19,何咯,5.4,7.4,361.0,11.9,3.6,5.304,0.027,1.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-20,何咯,5.5,7.5,375.0,12.1,3.7,5.381,0.027,1.5,,,,,,,,,,,ND,ND,ND,ND,ND
2020-01-21,何咯,5.4,7.4,389.0,12.4,3.8,5.476,0.028,1.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-22,何咯,5.3,7.5,397.0,12.4,3.8,5.552,0.026,2.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-23,何咯,5.9,7.5,401.0,12.3,3.8,5.61,0.026,2.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-24,何咯,6.3,7.5,405.0,12.2,4.0,5.545,0.023,2.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-01-25,何咯,6.5,7.5,406.0,12.3,4.0,5.567,0.023,3.6,,,,,,,,,,,,,,,
2020-01-26,何咯,6.7,7.5,411.0,12.2,4.0,5.713,0.022,4.9,,,,,,,,,,,,,,,
2020-01-27,何咯,7.2,7.5,416.0,12,4.1,5.853,0.024,7.1,,,,,,,,,,,,,,,
2020-01-28,何咯,7.5,7.5,422.0,11.8,4.1,5.821,0.022,8.6,,,,,,,,,,,,,,,
2020-01-29,何咯,7.7,7.6,424.0,11.9,4.1,5.768,,10.5,,,,,,,,,,,,,,,
2020-01-30,何咯,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,何咯,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01,何咯,8.2,7.8,405.0,12.7,4.4,5.481,0.027,20.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-02,何咯,8.1,7.8,400.0,12.5,4.5,5.456,0.028,19.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-03,何咯,8.1,7.7,421.0,12.4,4.7,5.817,0.03,23.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-04,何咯,8.0,7.9,436.0,13,4.8,5.729,0.027,25.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-05,何咯,7.2,7.9,438.0,13,4.8,5.507,0.031,23.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-06,何咯,6.5,7.9,446.0,13,4.8,5.419,0.031,17.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-07,何咯,6.3,7.9,448.0,13.2,4.6,5.491,0.032,14.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-08,何咯,6.3,7.8,447.0,13,4.5,5.605,0.031,12.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-09,何咯,6.0,7.8,442.0,13,4.4,5.51,0.029,10.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-10,何咯,6.0,7.8,447.0,13.1,4.3,5.622,0.024,8.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-11,何咯,6.1,7.8,457.0,13.2,4.4,5.642,0.021,6.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-12,何咯,6.4,7.7,462.0,13.1,4.4,5.837,0.021,5.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-13,何咯,7.2,7.7,465.0,12.7,4.4,5.937,0.021,5.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-14,何咯,7.8,7.6,469.0,12.3,4.4,6.029,0.02,5.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-15,何咯,8.8,7.6,462.0,11.9,4.4,6.159,0.022,7.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-16,何咯,8.6,7.5,454.0,11,4.4,6.184,0.019,8.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-17,何咯,8.3,7.5,454.0,10.7,4.6,5.942,0.021,9.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-18,何咯,8.4,7.5,470.0,11,4.6,5.814,0.022,11.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-19,何咯,8.8,7.6,470.0,11.4,4.8,5.637,0.036,15.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-20,何咯,8.6,7.7,456.0,12,4.3,5.345,0.03,14.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-21,何咯,8.2,7.7,451.0,12.4,4.3,5.54,0.03,12.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020-02-22,何咯,8.0,7.6,450.0,12.3,4.5,5.766,0.031,12.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
