,ÃøÁ¤¼Ò¸í,¼ö¿Â,¼ö¼ÒÀÌ¿Â³óµµ,Àü±âÀüµµµµ,¿ëÁ¸»ê¼Ò,Å¹µµ,ÃÑÀ¯±âÅº¼Ò,Å¬·Î·ÎÇÊ,¿°È­¸ÞÆ¿·»,Æ®¸®Å¬·Î·Î¿¡Å×ÀÎ,»ç¿°È­Åº¼Ò,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»,º¥Á¨,Åç·ç¿£,¿¡Æ¿º¥Á¨,ÀÚÀÏ·»,ÀÚÀÏ·»,¿°È­¸ÞÆ¿·»,Æ®¸®Å¬·Î·Î¿¡Å×ÀÎ,»ç¿°È­Åº¼Ò,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»
2019-03-18,Ä¥¼­,10.7,8.6,,13.8,5.4,3.7,72.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-03-19,Ä¥¼­,11.5,8.7,345.0,14.2,5.0,3.4,66.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-03-20,Ä¥¼­,11.3,8.6,386.0,14.0,5.1,3.6,74.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-03-21,Ä¥¼­,11.5,8.5,392.0,13.4,5.4,3.5,69.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-03-22,Ä¥¼­,12.5,8.6,349.0,13.3,6.1,3.5,62.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-03-23,Ä¥¼­,12.2,8.6,366.0,13.0,6.2,3.8,61.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-03-24,Ä¥¼­,12.0,8.6,392.0,13.2,5.2,,59.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-03-25,Ä¥¼­,11.8,8.4,437.0,12.9,4.5,,59.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-03-26,Ä¥¼­,12.7,8.4,409.0,12.6,3.9,3.5,58.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-03-27,Ä¥¼­,12.4,8.2,443.0,11.9,4.1,3.6,48.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-03-28,Ä¥¼­,13.4,8.3,422.0,12.0,4.2,3.6,47.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-03-29,Ä¥¼­,13.9,8.5,378.0,12.9,3.7,3.3,53.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-03-30,Ä¥¼­,14.8,8.6,317.0,12.9,4.2,3.0,49.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-03-31,Ä¥¼­,13.5,8.3,345.0,11.7,5.1,3.4,38.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-01,Ä¥¼­,13.2,8.2,348.0,11.4,5.2,3.6,34.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-02,Ä¥¼­,13.6,8.2,414.0,11.3,6.4,3.5,28.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-03,Ä¥¼­,13.6,8.0,468.0,11.2,6.7,4.2,23.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-04,Ä¥¼­,13.3,8.0,507.0,11.2,6.2,3.8,23.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-05,Ä¥¼­,13.9,8.1,544.0,10.9,6.4,3.8,25.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-06,Ä¥¼­,14.5,8.0,540.0,10.7,6.2,4.0,18.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-07,Ä¥¼­,14.3,8.0,528.0,10.3,6.0,4.4,18.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-08,Ä¥¼­,15.2,8.2,451.0,10.6,6.2,4.2,22.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-09,Ä¥¼­,15.1,8.0,487.0,9.9,7.7,4.3,20.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-10,Ä¥¼­,14.4,8.2,431.0,10.2,8.9,,43.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-11,Ä¥¼­,14.0,7.8,470.0,10.0,7.3,3.4,28.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-12,Ä¥¼­,14.5,8.4,380.0,11.9,8.1,3.6,53.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-13,Ä¥¼­,14.3,8.1,445.0,11.4,7.5,3.7,43.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-14,Ä¥¼­,14.3,7.9,391.0,11.1,7.0,3.3,31.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-15,Ä¥¼­,14.1,7.8,414.0,10.7,6.8,3.1,22.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-16,Ä¥¼­,,,,,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-17,Ä¥¼­,,,,,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-18,Ä¥¼­,15.6,8.3,471.0,11.4,4.2,3.2,26.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-19,Ä¥¼­,16.1,8.4,451.0,11.7,4.3,3.3,32.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-20,Ä¥¼­,16.2,8.3,467.0,11.4,4.2,3.2,25.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-21,Ä¥¼­,16.7,8.3,469.0,11.3,3.5,3.2,24.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-22,Ä¥¼­,18.1,8.5,470.0,11.8,3.5,3.4,29.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-23,Ä¥¼­,18.5,8.6,435.0,12.1,3.5,3.1,31.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-24,Ä¥¼­,18.3,8.4,484.0,11.4,4.0,3.2,30.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-25,Ä¥¼­,17.9,8.1,473.0,10.7,3.6,3.1,26.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-26,Ä¥¼­,17.3,7.8,448.0,9.8,4.4,3.0,19.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-27,Ä¥¼­,17.5,7.6,446.0,9.2,4.0,2.9,11.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-28,Ä¥¼­,17.5,7.5,468.0,9.0,2.9,3.0,7.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-29,Ä¥¼­,17.1,7.6,444.0,9.0,3.4,2.9,9.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-04-30,Ä¥¼­,17.0,7.7,384.0,9.4,7.5,2.8,19.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-01,Ä¥¼­,17.1,7.4,300.0,9.0,11.8,2.9,17.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-02,Ä¥¼­,17.5,7.4,281.0,9.2,9.4,2.7,10.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-03,Ä¥¼­,18.6,7.5,295.0,9.6,5.9,2.5,12.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-04,Ä¥¼­,19.3,7.7,281.0,10.1,4.9,2.4,16.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-05,Ä¥¼­,19.6,7.8,243.0,10.5,4.5,2.2,18.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-06,Ä¥¼­,20.0,7.8,241.0,10.2,5.9,2.3,18.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-07,Ä¥¼­,20.1,7.9,255.0,10.3,5.2,2.4,17.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-08,Ä¥¼­,19.7,7.9,286.0,10.4,5.0,2.4,19.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-09,Ä¥¼­,20.2,7.8,188.0,10.0,5.6,2.0,17.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-10,Ä¥¼­,20.5,8.2,244.0,10.0,4.9,2.5,20.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-11,Ä¥¼­,21.7,8.6,224.0,8.8,3.7,2.6,22.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-12,Ä¥¼­,22.1,8.8,210.0,,4.0,2.5,28.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-13,Ä¥¼­,22.2,8.3,299.0,9.8,4.2,2.7,12.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-14,Ä¥¼­,22.5,8.1,297.0,9.6,4.2,2.7,13.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-15,Ä¥¼­,23.3,8.5,234.0,10.4,4.3,2.5,19.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-16,Ä¥¼­,23.9,8.6,226.0,10.1,4.5,2.4,14.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-17,Ä¥¼­,23.8,8.3,254.0,9.3,4.2,2.5,8.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-18,Ä¥¼­,23.2,8.1,239.0,8.7,5.9,2.4,12.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-19,Ä¥¼­,22.8,7.5,278.0,7.4,7.7,2.6,9.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-20,Ä¥¼­,22.2,7.3,321.0,6.8,5.8,4.0,4.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-21,Ä¥¼­,22.2,7.7,295.0,8.4,8.0,2.8,20.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-22,Ä¥¼­,22.0,7.9,264.0,9.6,9.3,3.0,37.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-23,Ä¥¼­,22.0,7.7,254.0,9.6,10.3,3.2,31.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-24,Ä¥¼­,22.9,7.9,268.0,10.2,6.4,2.7,20.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-25,Ä¥¼­,23.4,7.9,273.0,10.2,5.5,2.7,16.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-26,Ä¥¼­,24.2,8.1,228.0,10.3,5.8,2.5,18.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-27,Ä¥¼­,23.9,7.7,231.0,8.5,5.5,2.4,17.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-28,Ä¥¼­,23.2,7.5,224.0,8.2,9.1,3.0,22.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-29,Ä¥¼­,22.9,7.4,240.0,8.1,7.0,2.7,19.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-30,Ä¥¼­,23.1,7.6,271.0,9.1,5.6,2.9,21.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-05-31,Ä¥¼­,23.0,7.5,257.0,8.8,7.4,2.9,25.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-01,Ä¥¼­,23.5,7.7,269.0,9.6,7.2,2.8,26.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-02,Ä¥¼­,23.9,7.9,294.0,10.0,7.0,2.9,28.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-03,Ä¥¼­,24.5,8.3,268.0,11.0,6.8,3.1,38.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-04,Ä¥¼­,25.0,8.7,259.0,11.0,7.0,2.9,37.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-05,Ä¥¼­,26.5,8.8,239.0,10.8,5.6,2.8,25.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-06,Ä¥¼­,26.7,8.7,273.0,10.1,5.3,2.8,22.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-07,Ä¥¼­,25.3,7.7,288.0,7.5,6.4,2.8,18.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-08,Ä¥¼­,25.0,7.6,316.0,8.0,6.3,3.1,19.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-09,Ä¥¼­,24.9,7.6,267.0,8.4,7.5,2.9,20.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-10,Ä¥¼­,24.9,7.8,281.0,8.8,7.2,3.1,24.9,,,,,,,,,,,,,,,
2019-06-11,Ä¥¼­,25.4,8.3,283.0,9.5,6.7,3.3,28.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-12,Ä¥¼­,25.9,8.4,250.0,9.7,6.3,3.3,23.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-13,Ä¥¼­,26.5,8.6,211.0,10.0,6.8,3.1,18.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-14,Ä¥¼­,25.3,8.5,241.0,9.3,6.9,3.1,22.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-15,Ä¥¼­,25.9,8.1,307.0,8.2,5.5,3.2,17.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-16,Ä¥¼­,25.7,7.9,340.0,7.9,6.9,3.3,18.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-17,Ä¥¼­,25.3,8.2,295.0,8.6,6.8,3.2,22.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-18,Ä¥¼­,25.5,8.3,342.0,8.8,6.2,3.5,25.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-19,Ä¥¼­,26.2,8.4,274.0,9.0,6.9,3.2,23.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-20,Ä¥¼­,26.3,8.8,377.0,11.5,7.1,4.0,45.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-21,Ä¥¼­,26.7,8.8,324.0,10.8,6.3,3.8,41.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-22,Ä¥¼­,27.8,8.5,283.0,9.3,6.0,3.5,29.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-23,Ä¥¼­,28.0,8.5,249.0,8.8,5.9,3.4,27.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-24,Ä¥¼­,28.2,8.5,279.0,9.3,6.3,3.6,30.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-25,Ä¥¼­,28.2,8.7,295.0,9.6,6.6,3.7,36.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-26,Ä¥¼­,27.2,8.4,261.0,8.3,7.6,3.5,31.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-27,Ä¥¼­,24.6,7.1,223.0,5.5,20.5,3.9,14.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-28,Ä¥¼­,24.2,6.9,183.0,4.9,19.4,4.1,6.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-29,Ä¥¼­,25.4,7.1,252.0,5.5,10.5,4.1,16.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-06-30,Ä¥¼­,24.6,6.9,164.0,5.6,18.6,3.8,5.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-01,Ä¥¼­,24.8,6.9,186.0,5.6,15.3,3.5,4.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-02,Ä¥¼­,,,,,,,,,,,,,,,,,,,,,,
2019-07-03,Ä¥¼­,,,,,,,,,,,,,,,,,,,,,,
2019-07-04,Ä¥¼­,26.3,7.8,185.0,10.3,9.7,3.7,36.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-05,Ä¥¼­,27.3,8.2,196.0,9.5,12.6,4.0,53.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-06,Ä¥¼­,28.2,8.8,182.0,11.4,9.9,3.9,69.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-07,Ä¥¼­,27.8,8.6,224.0,11.8,18.8,4.7,91.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-08,Ä¥¼­,27.7,8.1,222.0,10.8,11.3,4.6,112.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-09,Ä¥¼­,26.9,8.3,223.0,9.9,11.6,4.2,85.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-10,Ä¥¼­,26.1,8.4,226.0,8.4,11.2,3.8,38.0,,,,,,,,,,,,,,,
2019-07-11,Ä¥¼­,25.9,8.2,253.0,8.8,11.0,4.2,38.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-12,Ä¥¼­,26.6,8.5,250.0,10.2,9.9,4.3,41.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-13,Ä¥¼­,26.1,8.2,244.0,9.6,9.4,4.1,42.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-14,Ä¥¼­,26.2,7.9,257.0,9.0,6.1,4.1,40.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-15,Ä¥¼­,26.4,7.9,262.0,9.0,6.5,4.2,32.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-16,Ä¥¼­,26.8,8.0,253.0,9.3,7.8,3.9,37.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-17,Ä¥¼­,27.0,7.7,264.0,9.1,8.9,4.0,38.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-18,Ä¥¼­,27.1,7.5,222.0,8.7,8.5,3.7,49.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-19,Ä¥¼­,25.5,7.0,167.0,6.5,8.7,3.2,21.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-20,Ä¥¼­,24.7,6.8,138.0,5.9,39.2,3.3,11.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-21,Ä¥¼­,,,,,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-22,Ä¥¼­,,,,,,,,,,,,,,,,,,,,,,
2019-07-23,Ä¥¼­,24.7,6.9,95.0,6.3,27.5,3.4,4.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-24,Ä¥¼­,24.8,7.1,147.0,6.5,17.6,3.5,9.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-25,Ä¥¼­,26.0,7.4,230.0,7.8,7.7,4.0,24.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-26,Ä¥¼­,26.2,7.5,235.0,8.5,8.2,3.7,30.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-27,Ä¥¼­,26.7,7.8,255.0,9.4,7.2,3.9,40.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-28,Ä¥¼­,27.0,8.1,252.0,9.8,5.9,3.7,46.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-29,Ä¥¼­,27.6,8.5,256.0,8.8,6.4,3.7,52.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-07-30,Ä¥¼­,27.6,8.5,166.0,9.4,8.2,3.2,60.9,,,,,,,,,,,,,,,
2019-07-31,Ä¥¼­,28.5,8.9,184.0,10.5,6.3,3.6,74.9,,,,,,,,,,,,,,,
2019-08-01,Ä¥¼­,29.1,8.9,169.0,10.3,4.5,3.7,71.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-02,Ä¥¼­,30.6,9.0,137.0,10.7,3.4,3.5,58.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-03,Ä¥¼­,31.9,9.0,163.0,10.7,2.9,3.7,49.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-04,Ä¥¼­,31.7,8.8,173.0,9.7,3.3,3.4,37.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-05,Ä¥¼­,32.4,8.8,171.0,10.1,3.4,3.4,44.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-06,Ä¥¼­,31.2,8.8,173.0,9.3,7.0,3.4,48.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-07,Ä¥¼­,29.8,8.4,220.0,8.3,4.3,3.4,41.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-08,Ä¥¼­,30.4,8.8,245.0,9.5,5.0,3.6,41.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-09,Ä¥¼­,30.7,8.8,247.0,9.7,6.3,3.6,44.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-10,Ä¥¼­,30.5,8.8,174.0,10.1,5.8,3.4,58.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-11,Ä¥¼­,30.7,8.7,205.0,9.7,9.7,3.7,57.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-12,Ä¥¼­,30.8,8.6,220.0,8.6,6.6,3.6,50.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-13,Ä¥¼­,31.7,8.7,247.0,8.8,5.4,3.5,45.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-14,Ä¥¼­,31.2,8.6,219.0,7.6,6.3,3.5,36.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-15,Ä¥¼­,30.4,8.2,220.0,6.3,5.4,3.4,27.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-16,Ä¥¼­,30.2,8.2,251.0,7.4,4.4,3.6,40.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-17,Ä¥¼­,29.9,8.3,271.0,8.4,4.6,3.8,51.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-18,Ä¥¼­,30.3,8.4,220.0,9.5,5.0,3.7,55.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-19,Ä¥¼­,30.2,8.7,241.0,9.7,6.6,4.0,60.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-08-20,Ä¥¼­,30.0,8.7,225.0,9.2,11.2,3.6,65.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
