,螟沥家疙,荐柯,荐家捞柯丑档,傈扁傈档档,侩粮魂家,殴档,醚蜡扁藕家,醚龙家,醚牢,努肺肺鞘
2019-05-23,咯林,18.5,8.0,258.0,10.5,,,,,7.1
2019-05-24,咯林,19.5,8.1,255.0,10.6,2.4,,2.196,0.011,7.8
2019-05-25,咯林,19.9,8.2,252.0,10.9,2.4,,2.077,0.012,9.6
2019-05-26,咯林,19.7,8.1,250.0,10.7,3.2,,2.09,0.011,9.4
2019-05-27,咯林,18.9,8.0,249.0,10.3,3.3,,2.157,0.011,8.2
2019-05-28,咯林,17.8,7.6,250.0,9.1,4.0,,2.102,,5.5
2019-05-29,咯林,18.0,8.0,255.0,10.7,2.9,,2.12,,7.0
2019-05-30,咯林,18.5,8.1,252.0,10.7,3.4,,2.039,,4.8
2019-05-31,咯林,18.4,8.0,253.0,10.5,3.3,,2.076,,4.6
2019-06-01,咯林,19.1,8.0,257.0,10.5,2.9,,2.03,,5.4
2019-06-02,咯林,,,,,,,,,
2019-06-03,咯林,20.4,8.0,252.0,10.8,2.1,,2.023,,5.4
2019-06-04,咯林,20.8,8.0,254.0,10.5,2.4,,1.971,0.012,4.3
2019-06-05,咯林,21.2,8.0,253.0,10.3,2.4,,1.92,0.009,4.5
2019-06-06,咯林,21.0,8.0,253.0,9.7,2.5,2.7,1.86,0.01,6.1
2019-06-07,咯林,19.0,7.5,250.0,8.5,4.8,2.7,1.992,0.011,3.4
2019-06-08,咯林,18.8,7.4,264.0,9.2,7.7,3.6,2.03,0.029,9.4
2019-06-09,咯林,21.0,7.7,264.0,9.6,3.5,3.4,2.128,0.022,6.9
2019-06-10,咯林,20.7,7.4,250.0,8.3,29.7,,,,7.1
2019-06-11,咯林,20.6,7.4,249.0,8.5,22.2,4.0,,,9.4
2019-06-12,咯林,21.0,7.9,256.0,9.7,4.4,3.3,2.025,0.026,9.1
2019-06-13,咯林,21.5,8.1,251.0,10.0,3.0,3.0,1.996,0.016,8.7
2019-06-14,咯林,21.8,8.2,250.0,10.4,3.0,3.0,2.023,0.014,13.8
2019-06-15,咯林,20.9,8.1,252.0,10.0,3.8,3.1,2.211,,14.3
2019-06-16,咯林,21.1,8.1,253.0,9.7,3.1,3.1,2.151,,11.2
2019-06-17,咯林,21.7,8.1,255.0,9.8,2.9,3.1,2.008,,12.5
2019-06-18,咯林,21.1,8.0,255.0,9.4,2.8,3.1,2.015,,11.7
2019-06-19,咯林,20.6,7.7,257.0,8.9,3.4,3.1,2.082,,9.3
2019-06-20,咯林,20.6,7.9,258.0,9.5,2.7,3.1,2.165,,10.7
2019-06-21,咯林,21.5,8.1,258.0,10.1,2.4,3.1,2.091,,12.9
2019-06-22,咯林,22.5,8.2,257.0,10.6,2.6,3.1,2.059,,15.9
2019-06-23,咯林,22.4,8.2,256.0,10.5,2.6,3.1,2.052,,17.3
2019-06-24,咯林,22.2,8.0,256.0,10.0,2.5,2.7,2.022,,13.1
2019-06-25,咯林,22.8,8.1,257.0,10.0,2.3,2.2,1.91,,9.5
2019-06-26,咯林,22.5,8.1,256.0,10.4,2.5,2.1,1.965,,13.1
2019-06-27,咯林,21.7,7.7,257.0,9.2,2.9,2.0,2.152,,8.0
2019-06-28,咯林,22.0,7.8,260.0,9.8,2.0,2.1,2.139,0.034,8.4
2019-06-29,咯林,21.8,7.7,261.0,9.5,2.2,2.1,2.193,0.036,9.3
2019-06-30,咯林,21.1,7.6,261.0,9.5,2.7,2.1,2.183,0.033,8.6
2019-07-01,咯林,21.1,7.8,262.0,9.9,2.1,2.1,2.086,0.034,8.1
2019-07-02,咯林,21.6,7.9,263.0,9.5,2.2,2.0,2.019,,7.0
2019-07-03,咯林,21.9,7.9,262.0,9.5,2.0,1.9,2.043,,7.2
2019-07-04,咯林,,,,,,,,,
2019-07-05,咯林,,,,,,,,,
2019-07-06,咯林,,,,,,,,,
2019-07-07,咯林,,,,,,,,,
2019-07-08,咯林,,,,,,,,,
2019-07-09,咯林,,,,,,,,,
2019-07-10,咯林,,,,,,,,,
2019-07-11,咯林,,,,,,,,,
2019-07-12,咯林,,,,,,,,,
2019-07-13,咯林,21.4,7.8,265.0,9.9,1.8,2.0,2.057,0.025,8.0
2019-07-14,咯林,22.7,7.9,265.0,9.9,1.7,2.0,2.068,0.025,8.8
2019-07-15,咯林,23.6,8.0,266.0,9.8,1.6,2.1,1.993,0.022,13.9
2019-07-16,咯林,24.2,8.1,268.0,9.5,2.0,2.1,1.833,0.017,19.2
2019-07-17,咯林,24.8,8.2,276.0,10.0,2.9,2.4,1.724,0.017,28.3
2019-07-18,咯林,,,,,,,,,
2019-07-19,咯林,25.5,8.4,265.0,10.4,2.2,2.4,1.771,0.016,25.1
2019-07-20,咯林,25.4,8.0,267.0,8.9,2.1,2.4,1.861,0.012,19.0
2019-07-21,咯林,24.7,7.5,269.0,7.2,3.0,2.2,1.916,0.017,14.3
2019-07-22,咯林,23.0,7.4,268.0,7.2,3.6,2.1,1.904,0.021,8.9
2019-07-23,咯林,23.8,7.6,273.0,8.3,2.1,2.2,1.926,0.02,7.4
2019-07-24,咯林,24.1,7.7,270.0,8.4,1.7,2.1,1.946,0.016,11.6
2019-07-25,咯林,23.4,7.4,265.0,7.3,3.0,2.0,1.841,0.019,12.2
2019-07-26,咯林,22.6,7.3,255.0,7.1,7.6,2.2,1.855,0.02,12.6
2019-07-27,咯林,,,,,,,,,
2019-07-28,咯林,,,,,,,,,
2019-07-29,咯林,,,,,,,,,
2019-07-30,咯林,,,,,,,,,
2019-07-31,咯林,,,,,,,,,
2019-08-01,咯林,,,,,,,,,
2019-08-02,咯林,25.9,7.3,177.0,7.6,10.9,3.4,2.63,0.068,9.2
2019-08-03,咯林,27.7,7.6,189.0,8.5,4.7,3.0,2.535,0.044,16.9
2019-08-04,咯林,28.9,7.9,206.0,8.9,2.9,2.8,2.483,0.034,21.0
2019-08-05,咯林,29.9,8.3,221.0,9.4,2.7,2.8,2.345,0.029,30.0
2019-08-06,咯林,30.6,8.5,231.0,10.0,2.3,2.7,2.307,0.024,32.0
2019-08-07,咯林,28.5,7.7,238.0,8.1,3.5,2.5,2.33,0.025,14.8
2019-08-08,咯林,26.8,7.3,222.0,7.6,5.8,2.9,2.219,0.046,12.4
2019-08-09,咯林,27.1,7.5,209.0,8.4,4.6,3.1,2.238,0.047,17.7
2019-08-10,咯林,28.7,7.8,219.0,8.6,4.2,2.7,2.148,0.041,17.8
2019-08-11,咯林,29.0,7.8,223.0,8.9,2.8,2.5,2.178,0.032,20.0
2019-08-12,咯林,28.5,7.9,241.0,8.6,3.4,2.4,2.041,0.03,16.1
2019-08-13,咯林,28.7,8.1,245.0,9.8,3.8,2.6,1.867,0.026,23.0
2019-08-14,咯林,30.4,8.6,245.0,11.7,3.6,2.8,1.941,,39.3
2019-08-15,咯林,28.8,8.1,252.0,9.2,3.3,2.6,2.265,,35.1
2019-08-16,咯林,27.2,7.8,251.0,8.0,3.8,2.4,2.367,,28.5
2019-08-17,咯林,26.1,8.1,252.0,9.3,3.6,2.5,2.122,,32.6
2019-08-18,咯林,26.1,8.1,245.0,9.3,4.1,2.6,1.992,,28.0
2019-08-19,咯林,26.8,8.1,237.0,9.6,5.5,2.8,1.945,,28.1
2019-08-20,咯林,26.8,8.1,239.0,9.6,3.5,2.6,1.962,,18.2
2019-08-21,咯林,27.1,8.2,241.0,9.7,2.5,2.4,1.92,,18.1
2019-08-22,咯林,27.1,8.3,243.0,10.2,2.2,2.4,1.947,,22.9
2019-08-23,咯林,26.3,8.0,249.0,9.2,3.0,2.4,1.825,,24.9
2019-08-24,咯林,25.4,7.9,254.0,8.5,3.4,2.5,1.822,0.013,19.3
2019-08-25,咯林,24.9,7.7,258.0,7.9,3.2,2.4,1.83,0.009,14.0
2019-08-26,咯林,25.1,8.0,258.0,9.2,2.1,2.3,1.903,0.012,13.9
2019-08-27,咯林,25.3,8.1,261.0,9.2,2.2,2.3,1.857,0.011,14.1
2019-08-28,咯林,24.8,7.9,262.0,9.0,2.5,2.3,1.897,0.01,15.9
2019-08-29,咯林,24.2,7.9,265.0,8.8,2.9,2.3,1.873,0.007,24.0
2019-08-30,咯林,23.5,7.8,267.0,8.6,3.4,2.4,1.87,0.011,18.7
2019-08-31,咯林,23.5,8.1,269.0,9.9,3.0,2.4,1.803,0.012,12.4
2019-09-01,咯林,23.4,8.2,268.0,9.8,2.8,2.4,1.717,0.008,12.3
2019-09-02,咯林,23.2,8.0,269.0,9.4,2.9,2.3,1.659,,16.1
2019-09-03,咯林,23.1,8.2,267.0,9.8,2.8,2.3,1.812,0.012,14.8
2019-09-04,咯林,22.7,7.8,270.0,8.6,3.4,2.4,1.842,0.015,13.3
2019-09-05,咯林,22.7,7.6,259.0,8.2,18.9,2.7,1.892,0.03,18.8
2019-09-06,咯林,23.6,7.2,242.0,6.4,25.0,3.9,2.448,0.112,12.1
2019-09-07,咯林,24.0,7.4,244.0,7.3,9.2,3.3,2.364,0.078,6.9
2019-09-08,咯林,24.3,7.5,254.0,7.6,3.8,2.7,2.028,0.037,9.2
2019-09-09,咯林,25.2,7.6,261.0,7.7,3.4,2.8,1.806,0.033,9.4
2019-09-10,咯林,24.9,7.4,259.0,7.1,3.2,2.6,1.908,0.034,3.6
2019-09-11,咯林,24.7,7.5,245.0,7.4,14.6,2.9,2.016,0.075,4.3
2019-09-12,咯林,23.3,7.2,239.0,6.2,12.5,3.6,2.302,0.116,6.4
2019-09-13,咯林,22.5,7.4,237.0,7.7,4.8,3.0,2.123,0.061,5.4
2019-09-14,咯林,23.3,7.8,246.0,8.8,3.6,2.5,2.051,0.037,4.8
2019-09-15,咯林,23.7,7.4,243.0,7.7,3.1,2.4,2.166,0.032,3.8
2019-09-16,咯林,24.9,7.8,251.0,9.0,2.4,2.3,2.076,0.031,4.5
2019-09-17,咯林,24.8,7.9,253.0,9.0,2.2,2.3,1.992,0.026,4.6
2019-09-18,咯林,24.3,8.0,253.0,9.3,2.2,2.3,1.97,0.023,5.1
2019-09-19,咯林,24.0,8.2,255.0,9.8,2.3,2.3,1.858,0.02,6.1
2019-09-20,咯林,22.7,8.0,257.0,9.3,2.6,2.3,1.884,0.023,6.0
2019-09-21,咯林,21.4,7.7,263.0,8.3,3.4,2.4,1.807,0.021,7.2
2019-09-22,咯林,20.0,7.5,264.0,7.5,4.9,2.5,1.899,0.022,8.5
2019-09-23,咯林,19.3,7.3,243.0,7.4,10.5,3.3,2.277,0.087,10.5
2019-09-24,咯林,19.4,7.3,237.0,7.5,6.0,3.2,2.258,0.086,6.4
2019-09-25,咯林,20.3,7.3,218.0,7.8,5.2,3.3,2.399,0.077,4.1
2019-09-26,咯林,20.7,7.5,220.0,8.5,4.3,2.9,,0.062,3.2
2019-09-27,咯林,21.0,7.6,224.0,8.9,3.5,2.8,,0.053,2.6
2019-09-28,咯林,21.9,7.8,233.0,9.3,2.7,2.6,2.425,0.041,2.4
2019-09-29,咯林,22.4,7.9,241.0,9.5,2.5,2.4,2.31,0.031,2.2
2019-09-30,咯林,22.4,7.9,246.0,9.4,2.2,2.4,2.233,0.028,2.3
2019-10-01,咯林,22.3,8.1,251.0,10.2,2.3,2.3,2.174,0.026,2.5
2019-10-02,咯林,22.0,7.8,254.0,9.0,3.0,2.2,2.152,0.023,3.0
2019-10-03,咯林,21.2,7.3,235.0,7.0,30.9,2.3,2.543,0.022,6.9
2019-10-04,咯林,21.4,6.9,186.0,6.4,29.1,,3.197,,7.8
2019-10-05,咯林,21.6,7.0,180.0,6.6,11.9,4.4,3.05,0.133,4.6
2019-10-06,咯林,20.6,7.0,185.0,7.2,10.3,4.1,2.864,0.091,3.5
2019-10-07,咯林,19.9,7.2,216.0,7.7,7.3,3.3,2.849,0.073,2.6
2019-10-08,咯林,19.2,7.3,225.0,7.5,5.8,2.7,2.78,0.055,2.1
2019-10-09,咯林,18.7,7.4,247.0,8.3,5.0,2.6,2.874,0.052,1.8
2019-10-10,咯林,18.1,7.6,241.0,9.0,4.4,2.4,2.725,0.041,1.6
2019-10-11,咯林,18.0,7.5,239.0,8.9,3.8,2.4,2.723,0.04,1.5
2019-10-12,咯林,19.1,7.7,241.0,9.4,3.7,,2.656,0.036,1.5
2019-10-13,咯林,18.6,7.7,248.0,9.5,4.3,2.2,2.632,0.036,1.5
2019-10-14,咯林,18.6,8.0,245.0,10.1,3.5,2.2,2.471,0.031,1.4
2019-10-15,咯林,18.5,7.8,250.0,9.7,4.1,2.3,2.377,0.027,1.5
2019-10-16,咯林,18.3,8.0,246.0,10.4,4.1,2.2,2.345,0.025,1.3
2019-10-17,咯林,18.1,8.1,245.0,10.5,3.8,2.2,2.336,0.022,1.4
2019-10-18,咯林,17.6,7.9,250.0,10.2,3.9,2.2,2.395,0.025,1.4
2019-10-19,咯林,17.9,7.9,248.0,10.3,3.2,2.2,2.376,0.024,1.3
2019-10-20,咯林,18.3,8.2,248.0,11.1,3.5,2.2,2.333,0.023,1.3
2019-10-21,咯林,18.3,8.0,249.0,10.3,3.7,2.2,2.367,0.022,1.3
2019-10-22,咯林,18.4,8.2,247.0,10.8,3.3,2.3,2.351,0.022,1.4
2019-10-23,咯林,18.5,8.2,246.0,10.6,3.8,2.3,2.296,0.02,1.5
2019-10-24,咯林,18.5,7.9,246.0,9.4,3.4,2.3,2.328,0.02,1.6
2019-10-25,咯林,18.7,8.1,248.0,9.8,2.9,2.2,2.34,0.02,1.8
2019-10-26,咯林,18.2,8.1,250.0,9.7,3.6,2.2,2.307,0.02,2.0
2019-10-27,咯林,17.2,8.1,248.0,9.9,3.6,2.3,2.279,0.018,2.5
2019-10-28,咯林,16.3,8.2,242.0,10.7,2.9,2.3,2.286,0.017,2.3
2019-10-29,咯林,16.4,8.2,242.0,10.7,2.6,2.3,2.341,0.019,1.8
2019-10-30,咯林,16.3,8.0,244.0,10.2,2.6,2.4,2.289,0.019,1.7
2019-10-31,咯林,16.2,8.2,245.0,11.1,2.4,2.3,2.318,0.02,1.6
2019-11-01,咯林,16.7,8.1,245.0,10.8,2.2,2.3,2.326,0.021,1.6
2019-11-02,咯林,16.7,8.0,246.0,10.6,2.5,2.3,2.291,0.022,1.7
2019-11-03,咯林,16.6,8.0,249.0,10.4,2.2,2.3,2.283,0.021,1.7
2019-11-04,咯林,16.7,7.9,249.0,10.1,2.3,2.3,2.253,0.018,2.0
2019-11-05,咯林,16.2,7.9,249.0,10.4,2.4,2.2,2.272,0.02,2.0
2019-11-06,咯林,15.8,7.9,250.0,10.4,2.2,2.2,2.267,0.018,1.9
2019-11-07,咯林,15.5,7.9,251.0,10.2,2.1,2.1,2.249,0.019,2.0
2019-11-08,咯林,15.0,7.9,252.0,10.1,2.2,2.1,2.206,0.018,1.7
2019-11-09,咯林,14.1,8.0,253.0,10.5,1.9,2.1,2.205,0.017,1.5
2019-11-10,咯林,13.6,8.0,252.0,10.8,1.9,2.1,2.265,0.016,1.4
2019-11-11,咯林,13.8,7.9,253.0,10.5,1.9,2.1,2.395,0.016,1.8
2019-11-12,咯林,14.2,7.8,255.0,9.9,2.3,2.1,2.594,0.02,2.5
2019-11-13,咯林,13.5,7.8,255.0,10.3,2.1,2.1,2.68,0.019,2.6
2019-11-14,咯林,12.5,7.6,255.0,10.0,1.8,2.2,2.628,0.019,1.9
2019-11-15,咯林,11.5,7.8,257.0,10.9,1.3,2.1,2.718,0.019,1.5
2019-11-16,咯林,12.0,7.7,264.0,10.4,1.4,2.1,2.747,0.019,1.4
2019-11-17,咯林,13.0,7.7,269.0,10.6,2.2,2.1,2.912,0.023,1.7
2019-11-18,咯林,12.5,7.3,241.0,9.6,23.0,2.4,3.136,0.06,4.0
2019-11-19,咯林,11.8,7.2,233.0,9.6,16.4,3.5,3.408,0.165,3.6
2019-11-20,咯林,11.0,7.3,245.0,10.3,9.7,3.1,3.287,0.097,2.2
2019-11-21,咯林,10.8,7.2,232.0,10.5,11.6,3.3,3.487,0.095,2.0
2019-11-22,咯林,,,,,,,,,
2019-11-23,咯林,10.7,7.5,245.0,11.3,3.8,2.3,3.293,0.048,1.5
2019-11-24,咯林,11.5,7.5,250.0,11.1,3.1,2.2,3.303,0.039,1.4
2019-11-25,咯林,11.9,7.6,253.0,10.8,3.1,2.2,3.114,0.035,1.4
2019-11-26,咯林,11.0,7.5,260.0,10.8,2.8,2.2,3.143,0.033,1.3
2019-11-27,咯林,11.1,7.8,260.0,11.4,2.5,2.2,3.061,0.03,1.2
2019-11-28,咯林,10.9,7.7,264.0,11.2,2.4,2.1,2.894,0.026,1.1
2019-11-29,咯林,10.3,7.8,264.0,11.6,2.1,2.1,2.885,0.025,0.9
2019-11-30,咯林,9.9,7.8,266.0,11.7,1.8,2.1,2.858,0.022,0.9
2019-12-01,咯林,9.6,7.9,268.0,12.2,1.7,2.0,2.952,0.02,1.0
2019-12-02,咯林,9.8,7.6,269.0,11.2,1.8,2.0,2.961,0.02,1.1
2019-12-03,咯林,8.8,7.9,266.0,12.0,1.8,2.0,2.851,0.019,1.1
2019-12-04,咯林,8.3,7.8,271.0,12.1,1.4,2.0,2.918,0.019,1.1
2019-12-05,咯林,8.6,8.0,275.0,12.7,1.6,2.0,2.912,0.018,1.1
2019-12-06,咯林,7.1,8.0,272.0,12.9,1.4,2.0,2.8,0.016,1.1
2019-12-07,咯林,5.9,8.1,276.0,13.7,1.2,2.0,2.911,0.015,1.0
2019-12-08,咯林,5.8,7.9,278.0,13.1,1.2,1.9,2.958,0.017,1.1
2019-12-09,咯林,6.3,8.0,274.0,13.4,1.2,1.9,2.993,0.017,1.2
2019-12-10,咯林,6.8,8.0,275.0,13.1,1.2,1.9,2.985,0.017,1.3
2019-12-11,咯林,7.6,8.0,268.0,12.6,1.4,1.9,2.991,0.016,1.7
2019-12-12,咯林,7.5,7.8,267.0,11.9,1.5,1.9,2.845,0.016,1.7
2019-12-13,咯林,6.8,8.1,267.0,13.1,1.2,1.9,2.817,0.015,1.3
2019-12-14,咯林,6.9,8.2,275.0,13.4,1.1,2.0,2.969,0.015,1.3
2019-12-15,咯林,7.5,8.2,272.0,13.1,1.3,2.0,2.913,0.015,1.7
2019-12-16,咯林,7.9,8.2,269.0,13.2,1.2,1.9,2.959,0.015,1.5
2019-12-17,咯林,8.4,8.2,270.0,13.0,1.4,2.0,3.051,0.015,2.3
2019-12-18,咯林,8.6,7.6,271.0,11.6,2.1,2.0,2.944,0.015,2.8
2019-12-19,咯林,8.2,7.9,272.0,12.3,1.9,2.0,3.0,0.014,2.0
2019-12-20,咯林,7.3,8.0,271.0,13.1,1.3,1.9,2.845,0.013,1.5
2019-12-21,咯林,6.8,8.1,272.0,13.6,1.1,1.9,2.856,0.012,1.7
2019-12-22,咯林,6.5,8.1,271.0,13.7,1.0,1.9,2.916,0.013,1.7
2019-12-23,咯林,7.2,8.1,271.0,13.7,1.1,1.9,2.918,0.012,2.2
2019-12-24,咯林,7.2,7.8,270.0,12.7,,1.9,2.855,,2.6
2019-12-25,咯林,7.0,7.9,268.0,12.7,,1.9,2.887,,2.2
2019-12-26,咯林,6.9,8.0,268.0,13.0,,1.8,2.955,0.01,2.1
2019-12-27,咯林,6.4,7.7,267.0,12.4,,1.8,2.916,0.012,2.1
2019-12-28,咯林,6.0,8.0,265.0,13.5,,1.8,2.874,0.012,1.9
2019-12-29,咯林,5.9,8.1,266.0,13.8,,1.8,2.877,0.013,1.9
2019-12-30,咯林,6.3,7.9,268.0,13.2,,1.8,2.942,0.014,2.2
2019-12-31,咯林,6.1,7.7,268.0,12.6,1.3,1.8,2.867,0.012,2.3
2020-01-01,咯林,4.2,8.0,271.0,14.0,0.9,1.8,2.918,0.012,2.0
2020-01-02,咯林,4.5,7.9,276.0,13.8,0.8,1.8,3.052,0.012,1.6
2020-01-03,咯林,5.5,7.8,273.0,13.3,0.9,1.8,2.876,0.011,1.9
2020-01-04,咯林,5.8,8.0,266.0,13.8,0.8,1.8,2.571,0.01,1.8
2020-01-05,咯林,5.4,8.1,264.0,14.1,0.7,1.8,2.494,0.01,1.4
2020-01-06,咯林,5.4,8.1,264.0,14.2,0.7,1.8,2.527,0.012,1.5
2020-01-07,咯林,6.2,7.7,263.0,12.9,1.1,1.7,2.646,0.011,2.0
2020-01-08,咯林,6.7,7.4,251.0,11.6,31.0,2.9,3.207,0.066,7.4
2020-01-09,咯林,6.0,7.3,240.0,11.9,22.9,3.3,,,5.4
2020-01-10,咯林,5.2,7.2,240.0,12.3,14.7,3.0,,,3.4
2020-01-11,咯林,4.9,7.2,229.0,12.6,14.5,2.9,,,2.6
2020-01-12,咯林,5.0,7.4,238.0,13.0,6.3,2.3,,,1.8
2020-01-13,咯林,4.9,7.4,240.0,13.1,4.1,2.1,3.54,0.033,1.4
2020-01-14,咯林,4.3,7.4,244.0,13.3,3.3,2.0,3.453,0.028,1.2
2020-01-15,咯林,4.0,7.5,246.0,13.5,3.3,2.0,3.44,0.027,1.1
2020-01-16,咯林,4.0,7.5,248.0,13.6,2.8,2.0,3.308,0.023,1.2
2020-01-17,咯林,4.1,7.6,253.0,13.7,2.0,1.9,3.263,0.02,1.3
2020-01-18,咯林,4.2,7.7,255.0,13.8,1.9,1.9,3.247,0.019,1.1
2020-01-19,咯林,4.6,7.7,255.0,13.9,1.6,1.8,3.13,0.016,1.3
2020-01-20,咯林,4.6,7.7,255.0,13.6,1.4,1.8,3.077,0.014,1.2
2020-01-21,咯林,4.6,7.7,254.0,13.7,1.2,1.8,2.963,0.014,1.4
2020-01-22,咯林,4.6,7.8,257.0,14.1,1.2,1.8,3.016,0.014,1.6
2020-01-23,咯林,5.2,7.7,261.0,13.5,1.2,1.7,3.034,0.013,1.4
2020-01-24,咯林,6.2,7.9,261.0,13.8,1.1,1.7,2.924,0.014,1.2
2020-01-25,咯林,6.3,8.0,263.0,14.0,1.3,1.7,2.889,0.014,1.4
2020-01-26,咯林,6.3,8.0,264.0,13.8,1.2,1.7,2.939,0.012,1.3
2020-01-27,咯林,6.9,8.0,261.0,13.6,1.4,1.8,2.968,0.011,2.1
2020-01-28,咯林,6.8,7.8,265.0,13.0,1.5,1.8,3.05,0.012,2.5
2020-01-29,咯林,6.9,7.8,263.0,13.5,1.4,1.7,3.115,0.011,2.4
2020-01-30,咯林,7.5,8.0,263.0,13.9,1.6,1.7,3.138,0.011,2.3
2020-01-31,咯林,7.7,8.1,263.0,13.7,2.1,1.8,3.031,0.012,3.0
2020-02-01,咯林,7.3,8.1,262.0,13.7,1.9,1.8,2.905,0.012,3.4
2020-02-02,咯林,6.9,8.2,263.0,14.2,1.4,1.8,2.828,0.011,3.8
2020-02-03,咯林,6.7,8.2,265.0,14.4,1.1,1.7,2.839,0.009,3.5
2020-02-04,咯林,6.3,8.2,267.0,14.3,1.1,1.8,2.9,0.009,3.1
2020-02-05,咯林,5.4,8.2,266.0,14.3,1.0,1.8,2.853,0.009,2.9
2020-02-06,咯林,4.4,8.1,271.0,14.6,0.7,1.8,2.892,0.01,2.4
2020-02-07,咯林,4.1,8.1,274.0,15.0,0.6,1.8,3.025,0.012,2.0
2020-02-08,咯林,4.9,8.1,276.0,14.8,0.7,1.8,3.055,0.011,1.8
2020-02-09,咯林,5.2,8.1,273.0,14.6,1.0,1.8,3.047,0.013,1.9
2020-02-10,咯林,5.2,8.1,269.0,14.4,1.1,1.8,3.094,0.011,1.5
2020-02-11,咯林,6.2,8.1,267.0,13.9,1.4,1.8,3.004,0.011,1.3
2020-02-12,咯林,6.6,8.1,266.0,13.9,1.7,1.7,3.121,0.012,1.9
2020-02-13,咯林,7.2,7.8,262.0,12.7,1.8,1.7,2.958,0.016,2.6
2020-02-14,咯林,8.0,7.9,270.0,13.0,2.0,1.9,2.963,0.017,3.5
2020-02-15,咯林,8.1,7.9,272.0,12.8,2.3,1.9,3.039,0.018,3.3
2020-02-16,咯林,8.2,7.9,270.0,12.7,2.1,1.9,3.115,0.017,3.7
2020-02-17,咯林,6.6,7.7,271.0,12.4,2.1,2.0,3.056,0.018,3.9
2020-02-18,咯林,4.9,7.9,271.0,13.9,1.3,2.1,2.995,0.017,3.4
2020-02-19,咯林,5.4,8.0,268.0,14.3,1.1,2.0,2.913,0.014,3.3
2020-02-20,咯林,6.4,8.0,267.0,13.9,1.1,1.9,2.781,0.013,3.2
2020-02-21,咯林,6.9,8.0,270.0,13.9,1.6,1.9,2.861,0.014,3.2
2020-02-22,咯林,7.0,7.9,270.0,13.6,1.8,1.8,2.962,0.015,2.7
2020-02-23,咯林,7.0,7.9,271.0,13.3,1.8,1.8,2.887,0.015,2.3
2020-02-24,咯林,7.0,8.0,275.0,13.7,1.6,1.9,2.897,0.015,2.4
2020-02-25,咯林,7.7,8.0,276.0,13.3,2.1,1.9,2.985,0.016,3.3
2020-02-26,咯林,7.6,7.5,273.0,11.9,9.0,2.3,3.221,0.043,4.3
2020-02-27,咯林,8.0,7.5,262.0,11.9,11.0,2.8,3.367,0.082,4.4
2020-02-28,咯林,8.1,7.5,259.0,12.0,7.6,2.4,3.315,0.045,3.3
2020-02-29,咯林,7.7,7.3,236.0,11.5,10.8,2.5,3.495,0.047,3.0
2020-03-01,咯林,8.5,7.5,230.0,12.1,7.0,2.2,3.337,0.037,3.0
2020-03-02,咯林,8.4,7.4,236.0,11.9,4.5,2.2,3.237,0.03,3.1
2020-03-03,咯林,8.5,7.7,233.0,12.3,3.6,2.1,3.201,0.025,3.3
2020-03-04,咯林,8.4,7.7,243.0,12.3,2.9,2.0,3.222,0.023,3.7
2020-03-05,咯林,8.1,7.8,241.0,12.2,3.0,2.0,3.079,0.02,3.7
2020-03-06,咯林,7.9,7.8,242.0,12.5,2.5,1.9,3.069,0.019,3.2
2020-03-07,咯林,8.2,8.0,248.0,12.7,2.2,1.9,3.109,0.019,3.1
2020-03-08,咯林,8.5,7.9,247.0,12.4,2.1,1.9,3.148,0.019,2.9
2020-03-09,咯林,9.2,7.9,243.0,12.4,1.9,1.9,3.01,0.017,2.9
2020-03-10,咯林,9.3,7.8,250.0,12.3,1.9,,2.818,0.018,3.1
2020-03-11,咯林,8.7,7.5,248.0,12.1,2.0,,,,2.9
2020-03-12,咯林,8.6,7.7,256.0,12.6,1.9,,,,3.3
2020-03-13,咯林,9.2,7.8,254.0,12.6,1.7,2.0,2.783,0.017,3.5
2020-03-14,咯林,9.3,7.8,256.0,12.4,1.8,2.0,2.831,0.016,3.7
2020-03-15,咯林,8.9,7.8,256.0,12.6,1.7,2.0,2.912,0.018,4.6
2020-03-16,咯林,8.4,7.7,260.0,12.3,1.7,2.0,2.739,0.015,4.5
2020-03-17,咯林,8.4,7.9,256.0,12.4,1.4,2.0,2.792,0.012,5.4
2020-03-18,咯林,8.2,7.7,264.0,12.1,1.4,2.2,2.911,0.011,4.8
2020-03-19,咯林,8.8,7.8,256.0,12.4,1.1,2.0,2.94,0.009,5.5
2020-03-20,咯林,9.1,7.8,261.0,11.9,1.6,,2.719,0.015,5.0
2020-03-21,咯林,9.6,7.9,260.0,12.3,1.4,2.1,2.718,0.012,4.8
2020-03-22,咯林,10.9,7.9,259.0,12.1,1.4,2.2,2.701,0.016,5.3
2020-03-23,咯林,11.6,7.9,256.0,11.8,1.8,2.3,2.605,0.018,6.7
2020-03-24,咯林,11.3,7.9,257.0,11.6,1.9,2.4,2.55,0.017,7.8
2020-03-25,咯林,,,,,,,,,8.7
2020-03-26,咯林,,,,,,,2.64,0.019,9.9
2020-03-27,咯林,,,,,,2.1,2.754,0.014,11.1
2020-03-28,咯林,12.0,8.2,252.0,11.1,2.3,2.2,2.654,0.016,11.3
2020-03-29,咯林,11.7,8.4,258.0,12.1,2.6,2.4,2.726,0.017,13.1
2020-03-30,咯林,12.4,8.5,253.0,12.2,2.7,2.3,2.698,0.015,11.2
